rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,5650,,,,,,,,,,,,,2.9067036378e+04,9.7189130783e+00,,,,,,,,
0,,,,,,,,,,,,,,6.2266238961e+02,9.0739381313e+00,,,,
1,,,,,,,,,,,,,,6.2475115017e+02,9.0436007977e+00,,,,
2,,,,,,,,,,,,,,6.2299614290e+02,9.0690770149e+00,,,,
3,,,,,,,,,,,,,,6.2523729149e+02,9.0365691185e+00,,,,
4,,,,,,,,,,,,,,6.2472040133e+02,9.0440459251e+00,,,,
5,,,,,,,,,,,,,,6.2479127479e+02,9.0430200100e+00,,,,
6,,,,,,,,,,,,,,6.2636518159e+02,9.0202970505e+00,,,,
7,,,,,,,,,,,,,,6.2465133865e+02,9.0450458527e+00,,,,
8,,,,,,,,,,,,,,6.2286509689e+02,9.0709850788e+00,,,,
9,,,,,,,,,,,,,,6.2242986270e+02,9.0773279667e+00,,,,
10,,,,,,,,,,,,,,5.8958104891e+02,9.5830760002e+00,,,,
11,,,,,,,,,,,,,,5.8134306639e+02,9.7188739777e+00,,,,
12,,,,,,,,,,,,,,5.8740191901e+02,9.6186270714e+00,,,,
13,,,,,,,,,,,,,,5.8281231017e+02,9.6943731308e+00,,,,
14,,,,,,,,,,,,,,5.8347678910e+02,9.6833329201e+00,,,,
15,,,,,,,,,,,,,,5.8398313025e+02,9.6749370098e+00,,,,
16,,,,,,,,,,,,,,5.8262378669e+02,9.6975100040e+00,,,,
17,,,,,,,,,,,,,,5.8243531356e+02,9.7006480694e+00,,,,
18,,,,,,,,,,,,,,5.8382979080e+02,9.6774780750e+00,,,,
19,,,,,,,,,,,,,,5.8299965051e+02,9.6912579536e+00,,,,
20,,,,,,,,,,,,,,5.8614451831e+02,9.6392610073e+00,,,,
21,,,,,,,,,,,,,,5.8467344893e+02,9.6635138988e+00,,,,
22,,,,,,,,,,,,,,5.8559969176e+02,9.6482291222e+00,,,,
23,,,,,,,,,,,,,,5.8711961922e+02,9.6232519150e+00,,,,
24,,,,,,,,,,,,,,5.8736687510e+02,9.6192009449e+00,,,,
25,,,,,,,,,,,,,,5.8476651997e+02,9.6619758606e+00,,,,
26,,,,,,,,,,,,,,5.8838734718e+02,9.6025178432e+00,,,,
27,,,,,,,,,,,,,,5.8580759555e+02,9.6448049545e+00,,,,
28,,,,,,,,,,,,,,5.8536041317e+02,9.6521730423e+00,,,,
29,,,,,,,,,,,,,,5.8556843645e+02,9.6487441063e+00,,,,
30,,,,,,,,,,,,,,6.3035017687e+02,8.9632718563e+00,,,,
31,,,,,,,,,,,,,,6.2572774217e+02,9.0294861794e+00,,,,
32,,,,,,,,,,,,,,6.1688400945e+02,9.1589341164e+00,,,,
33,,,,,,,,,,,,,,6.2194415813e+02,9.0844168663e+00,,,,
34,,,,,,,,,,,,,,6.1863754852e+02,9.1329729557e+00,,,,
35,,,,,,,,,,,,,,6.2014958391e+02,9.1107051373e+00,,,,
36,,,,,,,,,,,,,,6.2147321073e+02,9.0913009644e+00,,,,
37,,,,,,,,,,,,,,6.1980548242e+02,9.1157631874e+00,,,,
38,,,,,,,,,,,,,,6.1809038075e+02,9.1410579681e+00,,,,
39,,,,,,,,,,,,,,6.1787644676e+02,9.1442229748e+00,,,,
40,,,,,,,,,,,,,,5.9383477584e+02,9.5144309998e+00,,,,
41,,,,,,,,,,,,,,5.9320912259e+02,9.5244657993e+00,,,,
42,,,,,,,,,,,,,,5.9870809128e+02,9.4369862080e+00,,,,
43,,,,,,,,,,,,,,5.8895878924e+02,9.5932009220e+00,,,,
44,,,,,,,,,,,,,,5.8945852105e+02,9.5850679874e+00,,,,
45,,,,,,,,,,,,,,5.9057903308e+02,9.5668821335e+00,,,,
46,,,,,,,,,,,,,,5.9237469565e+02,9.5378820896e+00,,,,
47,,,,,,,,,,,,,,5.8833324069e+02,9.6034009457e+00,,,,
48,,,,,,,,,,,,,,5.9027147018e+02,9.5718669891e+00,,,,
49,,,,,,,,,,,,,,5.9480020942e+02,9.4989879131e+00,,,,
