rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,2761,,,,,,,,,,,,,,,3.8220053518e+03,3.6119781971e+01,,,,,,
0,,,,,,,,,,,,,,,,1.1602833396e+02,2.3795911789e+01,,
1,,,,,,,,,,,,,,,,9.1700146759e+01,3.0109003067e+01,,
2,,,,,,,,,,,,,,,,1.1268513890e+02,2.4501899958e+01,,
3,,,,,,,,,,,,,,,,9.8270062282e+01,2.8096044064e+01,,
4,,,,,,,,,,,,,,,,9.8307936123e+01,2.8085219860e+01,,
5,,,,,,,,,,,,,,,,1.0522948581e+02,2.6237893105e+01,,
6,,,,,,,,,,,,,,,,9.7710319291e+01,2.8256994963e+01,,
7,,,,,,,,,,,,,,,,1.0047781708e+02,2.7478702068e+01,,
8,,,,,,,,,,,,,,,,1.0299562487e+02,2.6806963921e+01,,
9,,,,,,,,,,,,,,,,8.9917063316e+01,3.0706073999e+01,,
10,,,,,,,,,,,,,,,,1.1880684459e+02,2.3239401817e+01,,
11,,,,,,,,,,,,,,,,1.3798627891e+02,2.0009235859e+01,,
12,,,,,,,,,,,,,,,,1.2273308351e+02,2.2495971918e+01,,
13,,,,,,,,,,,,,,,,1.2583891319e+02,2.1940748930e+01,,
14,,,,,,,,,,,,,,,,9.5545314507e+01,2.8897283077e+01,,
15,,,,,,,,,,,,,,,,1.0518123325e+02,2.6249929905e+01,,
16,,,,,,,,,,,,,,,,1.1565138087e+02,2.3873471975e+01,,
17,,,,,,,,,,,,,,,,1.0637551816e+02,2.5955220222e+01,,
18,,,,,,,,,,,,,,,,1.1718432339e+02,2.3561172009e+01,,
19,,,,,,,,,,,,,,,,1.1176068426e+02,2.4704573154e+01,,
20,,,,,,,,,,,,,,,,1.0347036816e+02,2.6683968067e+01,,
21,,,,,,,,,,,,,,,,9.5663892786e+01,2.8861464024e+01,,
22,,,,,,,,,,,,,,,,1.2867624385e+02,2.1456952095e+01,,
23,,,,,,,,,,,,,,,,1.2442503552e+02,2.2190068007e+01,,
24,,,,,,,,,,,,,,,,1.0422233636e+02,2.6491442204e+01,,
25,,,,,,,,,,,,,,,,9.3603928676e+01,2.9496625185e+01,,
26,,,,,,,,,,,,,,,,1.0426637547e+02,2.6480252981e+01,,
27,,,,,,,,,,,,,,,,1.0478738752e+02,2.6348590851e+01,,
28,,,,,,,,,,,,,,,,9.7461690003e+01,2.8329079866e+01,,
29,,,,,,,,,,,,,,,,9.1690179544e+01,3.0112276077e+01,,
30,,,,,,,,,,,,,,,,7.9496295703e+01,3.4731178045e+01,,
31,,,,,,,,,,,,,,,,8.9926060069e+01,3.0703001976e+01,,
32,,,,,,,,,,,,,,,,7.6440210472e+01,3.6119733095e+01,,
33,,,,,,,,,,,,,,,,8.5896217623e+01,3.2143440962e+01,,
34,,,,,,,,,,,,,,,,8.1702001154e+01,3.3793541908e+01,,
35,,,,,,,,,,,,,,,,8.0706029751e+01,3.4210578918e+01,,
36,,,,,,,,,,,,,,,,8.6910769306e+01,3.1768214941e+01,,
37,,,,,,,,,,,,,,,,8.3720123125e+01,3.2978929043e+01,,
38,,,,,,,,,,,,,,,,8.4214977768e+01,3.2785141945e+01,,
39,,,,,,,,,,,,,,,,7.8321606442e+01,3.5252085924e+01,,
40,,,,,,,,,,,,,,,,8.6825848510e+01,3.1799286127e+01,,
41,,,,,,,,,,,,,,,,9.2592996160e+01,2.9818670034e+01,,
42,,,,,,,,,,,,,,,,8.9040191307e+01,3.1008468866e+01,,
43,,,,,,,,,,,,,,,,9.0097034072e+01,3.0644737959e+01,,
44,,,,,,,,,,,,,,,,8.8886095766e+01,3.1062226057e+01,,
45,,,,,,,,,,,,,,,,8.8000622575e+01,3.1374778032e+01,,
46,,,,,,,,,,,,,,,,8.8796231139e+01,3.1093662024e+01,,
47,,,,,,,,,,,,,,,,9.5774934465e+01,2.8828001976e+01,,
48,,,,,,,,,,,,,,,,8.7229196947e+01,3.1652245998e+01,,
49,,,,,,,,,,,,,,,,9.1968930512e+01,3.0021008015e+01,,
