time,runtime
64.7607269,1.2477e-01
64.8855057,1.2965e-01
65.0151596,1.2765e-01
65.1428070,1.3197e-01
65.2747803,1.5280e-01
65.4275894,1.2639e-01
65.5539856,1.2155e-01
65.6755447,1.2836e-01
65.8039017,1.2887e-01
65.9327698,1.2523e-01
66.0580063,1.2642e-01
66.1844330,1.2615e-01
66.3105850,1.2433e-01
66.4349136,1.2722e-01
66.5621414,1.3092e-01
66.6930618,1.2144e-01
66.8145065,1.2361e-01
66.9381180,1.3635e-01
67.0744705,1.2629e-01
67.2007599,1.2945e-01
67.3302155,1.1952e-01
67.4497299,1.2920e-01
67.5789337,1.2362e-01
67.7025528,1.2424e-01
67.8267975,1.2393e-01
67.9507294,1.3139e-01
68.0821228,1.1962e-01
68.2017441,1.2401e-01
68.3257599,1.2688e-01
68.4526367,1.2417e-01
68.5768051,1.2116e-01
68.6979675,1.2593e-01
68.8239059,1.2722e-01
68.9511261,1.2421e-01
69.0753403,1.2804e-01
69.2033844,1.2217e-01
69.3255539,1.2628e-01
69.4518356,1.7758e-01
69.6294174,1.4490e-01
69.7743225,1.2057e-01
69.8948975,1.2988e-01
70.0247803,1.3190e-01
70.1566849,1.3333e-01
70.2900162,1.2289e-01
70.4129181,1.2275e-01
70.5356750,1.2053e-01
70.6562119,1.2108e-01
70.7773056,1.3304e-01
70.9103394,1.3316e-01
71.0435028,1.4005e-01
71.1835556,1.2353e-01
71.3070908,1.2660e-01
71.4336929,1.2157e-01
71.5552597,1.2050e-01
71.6757660,1.2317e-01
71.7989426,1.2203e-01
71.9209747,1.3062e-01
72.0515976,1.2129e-01
72.1728821,1.2913e-01
72.3020172,1.2134e-01
72.4233704,1.2235e-01
72.5457153,1.2137e-01
72.6670914,1.2239e-01
72.7894745,1.2477e-01
72.9142456,1.2125e-01
73.0354996,1.2504e-01
73.1605453,1.1818e-01
73.2787247,1.1940e-01
73.3981323,1.2449e-01
73.5226288,1.3439e-01
73.6570206,1.2134e-01
73.7783661,1.2027e-01
73.8986435,1.1702e-01
74.0156631,1.5343e-01
74.1691055,1.1844e-01
74.2875443,1.2864e-01
74.4161911,1.2300e-01
74.5391998,1.1783e-01
74.6570358,1.2620e-01
74.7832413,1.2295e-01
74.9061890,1.2478e-01
75.0309753,1.2398e-01
75.1549606,1.2343e-01
75.2783890,1.2298e-01
75.4013748,1.2873e-01
75.5301056,1.2305e-01
75.6531601,1.2580e-01
75.7789536,1.6893e-01
75.9478836,1.2330e-01
76.0711899,1.2115e-01
76.1923447,1.2604e-01
76.3183899,1.2570e-01
76.4440918,1.1978e-01
76.5638733,1.2325e-01
76.6871338,1.2621e-01
76.8133392,1.1858e-01
76.9319305,1.2026e-01
77.0521927,1.1550e-01
77.1677017,1.2237e-01
77.2900696,1.2484e-01
77.4149170,1.2516e-01
77.5400772,1.3393e-01
77.6740189,1.2021e-01
77.7942276,1.2374e-01
77.9179688,1.2664e-01
78.0446091,1.1811e-01
78.1627274,1.2338e-01
78.2861099,1.2088e-01
78.4069977,1.2160e-01
78.5286102,1.2276e-01
78.6513748,1.2461e-01
78.7759857,1.2065e-01
78.8966370,1.1853e-01
79.0151749,1.2069e-01
79.1358719,1.2384e-01
79.2597122,1.2741e-01
79.3871307,1.2361e-01
79.5107422,1.1848e-01
79.6292191,1.2336e-01
79.7525864,1.2147e-01
79.8740616,1.2275e-01
79.9968185,1.1705e-01
80.1138763,1.2903e-01
80.2429047,1.3321e-01
80.3761139,1.1924e-01
80.4953537,1.2841e-01
80.6237640,1.2238e-01
80.7461472,1.1772e-01
80.8638687,1.2244e-01
80.9863129,1.2969e-01
81.1160126,1.2998e-01
81.2460022,1.2420e-01
81.3702087,1.1982e-01
81.4900360,1.2513e-01
81.6151733,1.2349e-01
81.7386703,1.2032e-01
81.8589935,1.2412e-01
81.9831238,1.2623e-01
82.1093521,1.2061e-01
82.2299652,1.2553e-01
82.3554993,1.2493e-01
82.4804230,1.2987e-01
82.6102982,1.2395e-01
82.7342529,1.2014e-01
82.8544006,1.2232e-01
82.9767227,1.1976e-01
83.0964813,1.2181e-01
83.2182846,1.2973e-01
83.3480148,1.2378e-01
83.4718018,1.2523e-01
83.5970306,1.1950e-01
83.7165375,1.2303e-01
83.8395691,1.2495e-01
83.9645157,1.2406e-01
84.0885773,1.2761e-01
84.2161865,1.2241e-01
84.3386002,1.2105e-01
84.4596634,1.2349e-01
84.5831528,1.1984e-01
84.7029953,1.2292e-01
84.8259201,1.2193e-01
84.9478455,1.2154e-01
85.0693893,1.2541e-01
85.1948013,1.2091e-01
85.3157196,1.2557e-01
85.4412918,1.2059e-01
85.5618820,1.2275e-01
85.6846390,1.1726e-01
85.8018951,1.2329e-01
85.9251862,1.1852e-01
86.0437088,1.1654e-01
86.1602554,1.2023e-01
86.2804871,1.2204e-01
86.4025192,1.2219e-01
86.5247116,1.2027e-01
86.6449814,1.2289e-01
86.7678757,1.2172e-01
86.8895950,1.3270e-01
87.0222931,1.2514e-01
87.1474380,1.1955e-01
87.2669907,1.2463e-01
87.3916245,1.1761e-01
87.5092316,1.1852e-01
87.6277466,1.3032e-01
87.7580719,1.2203e-01
87.8801117,1.2035e-01
88.0004578,1.2151e-01
88.1219711,1.2315e-01
88.2451172,1.2228e-01
88.3674011,1.1956e-01
88.4869690,1.1950e-01
88.6064682,1.2020e-01
88.7266693,1.2231e-01
88.8489838,1.2188e-01
88.9708633,1.2220e-01
89.0930710,1.2076e-01
89.2138367,1.3375e-01
89.3475952,1.4144e-01
89.4890442,1.2790e-01
89.6169510,1.1724e-01
89.7341919,1.2249e-01
89.8566818,1.2602e-01
89.9827042,1.3132e-01
90.1140289,1.2167e-01
90.2357025,1.1713e-01
90.3528366,1.2087e-01
90.4737091,1.2938e-01
90.6030884,1.2235e-01
90.7254410,1.1851e-01
90.8439560,1.2581e-01
90.9697723,1.2632e-01
91.0960999,1.2528e-01
91.2213745,1.2051e-01
91.3418884,1.2732e-01
91.4692078,1.2823e-01
91.5974426,1.2899e-01
91.7264328,1.2186e-01
91.8482895,1.2734e-01
91.9756317,1.2421e-01
92.0998459,1.2322e-01
92.2230759,1.3311e-01
92.3561859,1.2091e-01
92.4771042,1.2277e-01
92.5998764,1.3784e-01
92.7377167,1.9346e-01
92.9311829,1.1790e-01
93.0490875,1.1930e-01
93.1683960,1.2230e-01
93.2907028,1.2981e-01
93.4205170,1.1762e-01
93.5381393,1.2491e-01
93.6630554,1.2510e-01
93.7881622,1.2379e-01
93.9119492,1.2176e-01
94.0337143,1.2201e-01
94.1557236,1.1769e-01
94.2734146,1.2275e-01
94.3961716,1.2583e-01
94.5220108,1.2125e-01
94.6432648,1.2161e-01
94.7648773,1.2388e-01
94.8887634,1.2020e-01
95.0089645,1.2077e-01
95.1297379,1.1875e-01
95.2484894,1.2607e-01
95.3745575,1.2240e-01
95.4969635,1.1948e-01
95.6164398,1.2376e-01
95.7402039,1.1869e-01
95.8589020,1.2460e-01
95.9835052,1.1750e-01
96.1010056,1.1924e-01
96.2202530,1.2438e-01
96.3446426,1.2110e-01
96.4657364,1.2336e-01
96.5891037,1.2157e-01
96.7106705,1.2201e-01
96.8326874,1.2257e-01
96.9552612,1.2569e-01
97.0809479,1.1968e-01
97.2006302,1.1890e-01
97.3195267,1.2023e-01
97.4397659,1.2052e-01
97.5602875,1.1903e-01
97.6793213,1.1985e-01
97.7991714,1.2429e-01
97.9234695,1.3056e-01
98.0540237,2.3490e-01
98.2889328,1.2352e-01
98.4124527,1.2458e-01
98.5370331,1.1645e-01
98.6534882,1.2684e-01
98.7803421,1.2139e-01
98.9017410,1.1949e-01
99.0212326,1.2268e-01
99.1439133,1.1437e-01
99.2582932,1.3263e-01
99.3909302,1.2439e-01
99.5153275,1.2104e-01
99.6363754,1.1966e-01
99.7560501,1.3446e-01
99.8905182,1.2461e-01
100.0151291,1.2016e-01
100.1352921,1.3135e-01
100.2666473,1.2158e-01
100.3882294,1.3461e-01
100.5228500,1.1858e-01
100.6414261,1.2190e-01
100.7633286,1.1688e-01
100.8802109,1.2312e-01
101.0033340,1.2163e-01
101.1249695,1.2420e-01
101.2491684,1.2243e-01
101.3716049,1.2686e-01
101.4984665,1.2847e-01
101.6269379,1.2363e-01
101.7505722,1.2190e-01
101.8724747,1.2518e-01
101.9976578,1.1838e-01
102.1160355,1.2821e-01
102.2442474,1.1984e-01
102.3640900,1.3971e-01
102.5037994,1.2076e-01
102.6245651,1.2515e-01
102.7497177,1.1672e-01
102.8664398,1.2762e-01
102.9940643,2.2672e-01
103.2207870,1.1676e-01
103.3375549,1.3092e-01
103.4684830,1.2199e-01
103.5904770,1.2269e-01
103.7131653,1.2622e-01
103.8393936,1.2147e-01
103.9608612,1.1529e-01
104.0761642,1.4804e-01
104.2242050,1.1965e-01
104.3438568,1.2375e-01
104.4676056,1.2633e-01
104.5939407,1.2045e-01
104.7144012,1.2344e-01
104.8378448,1.2140e-01
104.9592514,1.2098e-01
105.0802307,1.2273e-01
105.2029648,1.1798e-01
105.3209457,1.2268e-01
105.4436340,1.2769e-01
105.5713272,1.2486e-01
105.6961899,1.2279e-01
105.8189850,1.2085e-01
105.9398346,1.2259e-01
106.0624390,1.2508e-01
106.1875153,1.1761e-01
106.3051376,1.6439e-01
106.4695282,1.2579e-01
106.5953217,1.4282e-01
106.7381439,1.2250e-01
106.8606491,1.1937e-01
106.9800186,1.1703e-01
107.0970535,1.2851e-01
107.2255630,1.2694e-01
107.3525085,1.2923e-01
107.4817429,1.1981e-01
107.6015549,1.1993e-01
107.7214890,1.2739e-01
107.8488770,1.4784e-01
107.9967194,1.1977e-01
108.1164856,1.4992e-01
108.2664108,1.2535e-01
108.3917694,1.2492e-01
108.5166931,1.1621e-01
108.6329041,1.1959e-01
108.7524948,1.2136e-01
108.8738556,1.2567e-01
108.9995270,1.1940e-01
109.1189423,1.2642e-01
109.2453613,1.2995e-01
109.3753204,1.1759e-01
109.4929123,1.2186e-01
109.6147766,1.2370e-01
109.7384796,1.2948e-01
109.8679581,1.2458e-01
109.9925461,1.3572e-01
110.1282730,1.1981e-01
110.2480927,1.2069e-01
110.3687820,1.1823e-01
110.4870224,1.4441e-01
110.6314392,1.2397e-01
110.7554092,1.2653e-01
110.8819427,1.3512e-01
111.0170593,1.2575e-01
111.1428146,1.2413e-01
111.2669525,1.2614e-01
111.3930969,1.2709e-01
111.5201874,1.2138e-01
111.6415710,1.2765e-01
111.7692184,1.2244e-01
111.8916626,1.2301e-01
112.0146790,1.6729e-01
112.1819687,1.2394e-01
112.3059082,1.1955e-01
112.4254684,1.2321e-01
112.5486832,1.2047e-01
112.6691589,1.2411e-01
112.7932739,1.3154e-01
112.9248199,1.2533e-01
113.0501556,1.2889e-01
113.1790543,1.1960e-01
113.2986603,1.2381e-01
113.4224777,1.2739e-01
113.5498657,1.1629e-01
113.6661682,1.4779e-01
113.8139648,1.2105e-01
113.9350204,1.2043e-01
114.0554504,1.2224e-01
114.1776962,1.2404e-01
114.3017349,1.2250e-01
114.4242401,1.2504e-01
114.5492783,1.2224e-01
114.6715164,1.2614e-01
114.7976685,1.2956e-01
114.9272308,1.2878e-01
115.0560150,1.2722e-01
115.1832428,1.1934e-01
115.3025894,1.2394e-01
115.4265289,1.3306e-01
115.5595932,1.2100e-01
115.6805954,1.2253e-01
115.8031235,1.2230e-01
115.9254227,1.2277e-01
116.0481949,1.4564e-01
116.1938400,1.2966e-01
116.3235016,1.2605e-01
116.4495544,1.2092e-01
116.5704727,1.2541e-01
116.6958847,1.2477e-01
116.8206558,1.2360e-01
116.9442596,1.3314e-01
117.0774002,1.2920e-01
117.2066040,1.2295e-01
117.3295593,1.2237e-01
117.4519348,1.2573e-01
117.5776672,1.2102e-01
117.6986923,1.2271e-01
117.8214111,1.2457e-01
117.9459839,1.1995e-01
118.0659409,1.1804e-01
118.1839828,1.2602e-01
118.3099976,1.1882e-01
118.4288254,1.2329e-01
118.5521164,1.3381e-01
118.6859283,1.2761e-01
118.8135452,1.3318e-01
118.9467316,1.3002e-01
119.0767517,1.2337e-01
119.2001266,1.2556e-01
119.3256836,1.2382e-01
119.4495087,1.2971e-01
119.5792160,1.3270e-01
119.7119141,1.2646e-01
119.8383789,1.2881e-01
119.9671860,1.2192e-01
120.0891037,1.2397e-01
120.2130814,1.2925e-01
120.3423309,1.2512e-01
120.4674530,1.4082e-01
120.6082764,1.2799e-01
120.7362671,1.1873e-01
120.8550034,1.3065e-01
120.9856644,1.2401e-01
121.1096802,1.2142e-01
121.2311020,1.2492e-01
121.3560257,1.2561e-01
121.4816360,1.2819e-01
121.6098251,1.2984e-01
121.7396698,1.1956e-01
121.8592300,1.2546e-01
121.9846878,1.2490e-01
122.1095886,1.2880e-01
122.2383881,1.2397e-01
122.3623581,1.2744e-01
122.4898071,1.2289e-01
122.6127014,1.2742e-01
122.7401276,1.2180e-01
122.8619308,1.3884e-01
123.0007782,1.2150e-01
123.1222839,1.1771e-01
123.2399979,1.2361e-01
123.3636093,1.2194e-01
123.4855576,1.2140e-01
123.6069641,1.2361e-01
123.7305756,1.2036e-01
123.8509369,1.2711e-01
123.9780502,1.2553e-01
124.1035843,1.2570e-01
124.2292938,1.2434e-01
124.3536377,1.1966e-01
124.4732971,1.3180e-01
124.6051025,1.2454e-01
124.7296524,1.3122e-01
124.8608780,1.3935e-01
125.0002289,1.2264e-01
125.1228714,1.1937e-01
125.2422485,1.2637e-01
125.3686218,1.1989e-01
125.4885178,1.2560e-01
125.6141129,1.3038e-01
125.7444992,1.2022e-01
125.8647232,1.2057e-01
125.9853058,1.2011e-01
126.1054153,1.2296e-01
126.2283859,1.2038e-01
126.3487625,1.3304e-01
126.4818039,1.2565e-01
126.6074600,1.2338e-01
126.7308350,2.2279e-01
126.9536285,1.2041e-01
127.0740433,1.1812e-01
127.1921692,1.2516e-01
127.3173370,1.2326e-01
127.4405975,1.2198e-01
127.5625839,1.2005e-01
127.6826324,1.2394e-01
127.8065796,1.2477e-01
127.9313583,1.2441e-01
128.0557709,1.2268e-01
128.1784515,1.3807e-01
128.3165283,1.2499e-01
128.4415283,1.2784e-01
128.5693665,1.2068e-01
128.6900482,1.2174e-01
128.8117981,1.2342e-01
128.9352264,1.2592e-01
129.0611420,1.2847e-01
129.1896057,1.2078e-01
129.3103943,1.2865e-01
129.4390564,1.2832e-01
129.5673676,1.1916e-01
129.6865387,1.2414e-01
129.8106842,2.1834e-01
130.0290222,1.5588e-01
130.1849213,1.2233e-01
130.3072510,1.2419e-01
130.4314423,1.2164e-01
130.5530853,1.2854e-01
130.6816254,1.3013e-01
130.8117676,2.4374e-01
131.0555115,3.1657e-01
131.3720703,2.1233e-01
131.5844116,2.0106e-01
131.7854767,1.2267e-01
131.9081421,1.1715e-01
132.0252991,1.3118e-01
132.1564941,1.1835e-01
132.2748413,1.2214e-01
132.3969879,1.2561e-01
132.5225983,1.2721e-01
132.6498108,1.2298e-01
132.7727814,1.2341e-01
132.8962097,1.2438e-01
133.0205994,1.2637e-01
133.1469574,1.2371e-01
133.2706757,1.2752e-01
133.3982086,1.2991e-01
133.5281219,1.2265e-01
133.6507721,1.2419e-01
133.7749634,1.2452e-01
133.8994751,1.2073e-01
134.0202026,1.2176e-01
134.1419678,1.2677e-01
134.2687378,1.2749e-01
134.3962250,1.2412e-01
134.5203552,1.1828e-01
134.6386414,1.2282e-01
134.7614594,1.1667e-01
134.8781281,1.2133e-01
134.9994659,1.3836e-01
135.1378326,1.2125e-01
135.2590790,1.2295e-01
